companyID,employeeID,name,employeeNumber
1677,2302,THINKPORT GMBH,1566
1678,1478,THINKPORT GMBH,1344
1679,704,JELVIX,5495
1680,736,UNICSOFT,1463
1681,1083,ADASTRA,966
1682,2992,ITEORA GMBH,3066
1683,1186,FUTURE PROCESSING,5487
1684,5323,COMSENSE TECHNOLOGIES,3719
1685,3371,PROMX,4725
1686,4995,UNICSOFT,1283
1687,3799,ITEORA GMBH,4896
1688,1670,VRP CONSULTING,4838
1689,3356,PROMX,2256
1690,3554,PROMX,4077
1691,5450,FUTURE PROCESSING,3355
1692,4623,ELEKS,733
1693,855,ADASTRA,305
1694,4315,FEXLE INC.,701
1695,512,ADASTRA,5660
1696,2111,ADASTRA,4427
1697,5555,ELEKS,1199
1698,3264,DATAART,129
1699,4159,ADASTRA,222
1700,409,FUTURE PROCESSING,3638
1701,903,FUTURE PROCESSING,2713
1702,260,ITEORA GMBH,490
1703,3383,INSTINCTOOLS,4559
1704,2089,DATAART,5507
1705,3952,LEMLOCK,2775
1706,1109,SOFTSERVE,2936
1707,3759,VRP CONSULTING,475
1708,665,ELEKS,2018
1709,4196,CIKLUM,2015
1710,2290,CIKLUM,759
1711,788,FUTURE PROCESSING,1985
1712,1150,SOFTSERVE,3183
1713,2095,FEXLE INC.,5373
1714,2719,LEMLOCK,4596
1715,5488,VRP CONSULTING,1103
1716,4591,VRP CONSULTING,2396
1717,2291,CIKLUM,4842
1718,4562,IT SVIT,3806
1719,3588,FEXLE INC.,5323
1720,2896,INSTINCTOOLS,559
1721,4730,ELEKS,4872
1722,398,IT SVIT,851
1723,2160,COMSENSE TECHNOLOGIES,1964
1724,1189,COMMENCIS,1471
1725,5333,FUTURE PROCESSING,2138
1726,1183,UNICSOFT,4927
1727,5598,FUTURE PROCESSING,3675
1728,3564,FUTURE PROCESSING,3956
1729,3824,COMMENCIS,512
1730,5020,ADASTRA,4111
1731,3940,CIKLUM,1062
1732,142,THINKPORT GMBH,2932
1733,2778,INSTINCTOOLS,5400
1734,3930,VRP CONSULTING,2726
1735,443,VRP CONSULTING,650
1736,3372,FEXLE INC.,1546
1737,4661,FUTURE PROCESSING,1303
1738,2529,DATAART,3070
1739,3673,THINKPORT GMBH,1495
1740,2376,SOFTSERVE,3212
1741,4271,JELVIX,2290
1742,3386,CIKLUM,3833
1743,2455,FUTURE PROCESSING,5513
1744,4423,ADASTRA,1805
1745,2485,DATAART,4056
1746,3712,FEXLE INC.,1147
1747,5203,INSTINCTOOLS,4248
1748,595,COMSENSE TECHNOLOGIES,2182
1749,5264,SOFTSERVE,4729
1750,1952,LEMLOCK,1651
1751,2265,DATAART,1974
1752,3295,PROMX,2595
1753,3082,DATAART,1387
1754,4991,INSTINCTOOLS,2697
1755,961,ADASTRA,4675
1756,625,UNICSOFT,4920
1757,2477,DATAART,3207
1758,897,ELEKS,2849
1759,2713,INSTINCTOOLS,366
1760,1754,JELVIX,682
1761,3496,INSTINCTOOLS,4079
1762,3024,AVENGA,3619
1763,5570,INSTINCTOOLS,1238
1764,4893,UNICSOFT,1373
1765,3097,JELVIX,4114
1766,3438,COMSENSE TECHNOLOGIES,623
1767,4796,THINKPORT GMBH,1560
1768,1937,COMMENCIS,3159
1769,5103,ITEORA GMBH,2621
1770,376,UNICSOFT,3642
1771,1123,JELVIX,319
1772,312,ITEORA GMBH,2638
1773,4384,ELEKS,5338
1774,2072,ADASTRA,4918
1775,3798,CIKLUM,5482
1776,1163,IT SVIT,4711
1777,2837,LEMLOCK,3916
1778,1130,VRP CONSULTING,1064
1779,1416,AVENGA,1130
1780,5666,JELVIX,5247
1781,2357,ITEORA GMBH,730
1782,4599,JELVIX,1383
1783,4840,ITEORA GMBH,2017
1784,4309,ELEKS,5669
1785,4368,COMMENCIS,3431
1786,1207,IT SVIT,3970
1787,1515,COMMENCIS,1047
1788,999,INSTINCTOOLS,5364
1789,216,VRP CONSULTING,4887
1790,4201,THINKPORT GMBH,1446
1791,3482,PROMX,749
1792,3970,INFOPULSE,4879
1793,5457,IT SVIT,2004
1794,4758,ITEORA GMBH,147
1795,2233,ITEORA GMBH,2672
1796,1782,INFOPULSE,579
1797,3146,INFOPULSE,3505
1798,1705,SOFTSERVE,4211
1799,4858,THINKPORT GMBH,1128
1800,300,ADASTRA,2981
1801,937,VRP CONSULTING,5588
1802,2227,COMSENSE TECHNOLOGIES,1455
1803,4133,INSTINCTOOLS,4344
1804,4833,ITEORA GMBH,1898
1805,509,VRP CONSULTING,3531
1806,3736,INFOPULSE,397
1807,5490,DATAART,3241
1808,5229,FUTURE PROCESSING,168
1809,5137,CIKLUM,5628
1810,1165,COMSENSE TECHNOLOGIES,1445
1811,1723,AVENGA,1330
1812,5357,JELVIX,297
1813,5477,THINKPORT GMBH,386
1814,2061,COMMENCIS,4837
1815,901,ADASTRA,2484
1816,5418,VRP CONSULTING,690
1817,3182,IT SVIT,1699
1818,2258,FEXLE INC.,1436
1819,1933,IT SVIT,256
1820,4129,INSTINCTOOLS,745
1821,1450,COMSENSE TECHNOLOGIES,1614
1822,235,ITEORA GMBH,827
1823,4689,LEMLOCK,4760
1824,1448,INSTINCTOOLS,4031
1825,4665,JELVIX,3622
1826,918,FEXLE INC.,3389
1827,2804,VRP CONSULTING,4903
1828,597,CIKLUM,1437
1829,4391,JELVIX,3059
1830,2044,COMMENCIS,1766
1831,459,ITEORA GMBH,1306
1832,482,THINKPORT GMBH,390
1833,2032,VRP CONSULTING,2032
1834,3297,LEMLOCK,2714
1835,3174,THINKPORT GMBH,4139
1836,2410,LEMLOCK,1602
1837,4085,FEXLE INC.,2186
1838,5641,THINKPORT GMBH,1035
1839,3525,AVENGA,4457
1840,5652,COMSENSE TECHNOLOGIES,3077
1841,287,UNICSOFT,5331
1842,4506,THINKPORT GMBH,4721
1843,4584,ITEORA GMBH,2757
1844,5183,CIKLUM,189
1845,3203,ELEKS,829
1846,5271,ITEORA GMBH,5649
1847,2858,FUTURE PROCESSING,3514
1848,5041,DATAART,4484
1849,5515,IT SVIT,2408
1850,2483,ELEKS,5137
1851,3460,FEXLE INC.,4956
1852,3898,LEMLOCK,2100
1853,774,ELEKS,2965
1854,127,JELVIX,4060
1855,2889,VRP CONSULTING,3594
1856,631,PROMX,3949
1857,2602,ELEKS,838
1858,3104,PROMX,5083
1859,3303,VRP CONSULTING,684
1860,3237,COMSENSE TECHNOLOGIES,4856
1861,2217,UNICSOFT,903
1862,416,FEXLE INC.,141
1863,4191,VRP CONSULTING,2625
1864,4298,ADASTRA,2496
1865,183,COMSENSE TECHNOLOGIES,1265
1866,116,COMSENSE TECHNOLOGIES,3255
1867,3631,THINKPORT GMBH,253
1868,411,LEMLOCK,724
1869,3860,SOFTSERVE,2394
1870,1899,LEMLOCK,2661
1871,1085,COMSENSE TECHNOLOGIES,1835
1872,274,INFOPULSE,4645
1873,4148,ELEKS,1177
1874,4014,INFOPULSE,4997
1875,4180,COMSENSE TECHNOLOGIES,508
1876,3546,DATAART,831
1877,1547,CIKLUM,5249
1878,4708,CIKLUM,1458
1879,680,PROMX,4950
1880,1646,IT SVIT,1138
1881,364,INFOPULSE,3475
1882,3619,ADASTRA,566
1883,4137,IT SVIT,426
1884,5404,PROMX,5646
1885,2394,CIKLUM,4924
1886,1201,PROMX,3014
1887,3161,PROMX,4413
1888,682,FEXLE INC.,1757
1889,5388,INSTINCTOOLS,3030
1890,4394,INSTINCTOOLS,995
1891,3695,ELEKS,1292
1892,902,ELEKS,3463
1893,5029,FEXLE INC.,4777
1894,2776,INFOPULSE,4820
1895,641,JELVIX,5158
1896,2640,CIKLUM,3416
1897,1696,INFOPULSE,499
1898,4932,ELEKS,615
1899,329,PROMX,824
1900,792,SOFTSERVE,5264
1901,2020,ADASTRA,2819
1902,2946,DATAART,2747
1903,859,ITEORA GMBH,3658
1904,1884,SOFTSERVE,1860
1905,1999,COMSENSE TECHNOLOGIES,5681
1906,5220,THINKPORT GMBH,5220
1907,2426,ADASTRA,445
1908,4923,UNICSOFT,2416
1909,3307,CIKLUM,4392
1910,2367,SOFTSERVE,3889
1911,4266,DATAART,3211
1912,3245,ELEKS,2644
1913,3461,SOFTSERVE,1668
1914,1027,PROMX,4524
1915,2518,CIKLUM,4462
1916,1577,VRP CONSULTING,3558
1917,3282,DATAART,2709
1918,2068,UNICSOFT,3205
1919,3457,INSTINCTOOLS,504
1920,3884,FUTURE PROCESSING,1182
1921,1153,JELVIX,2493
1922,4766,ADASTRA,5107
1923,3518,SOFTSERVE,5528
1924,4807,SOFTSERVE,4715
1925,2718,FUTURE PROCESSING,3774
1926,4528,FUTURE PROCESSING,3931
1927,4274,ITEORA GMBH,807
1928,1453,FEXLE INC.,3277
1929,5169,LEMLOCK,2165
1930,4020,AVENGA,4407
1931,779,LEMLOCK,667
1932,1848,AVENGA,1555
1933,4040,LEMLOCK,4057
1934,3714,FUTURE PROCESSING,914
1935,3771,ELEKS,1315
1936,1242,INFOPULSE,5586
1937,325,FUTURE PROCESSING,999
1938,2936,FUTURE PROCESSING,3216
1939,3327,LEMLOCK,1028
1940,2239,THINKPORT GMBH,4987
1941,2672,CIKLUM,3913
1942,2526,PROMX,2967
1943,4953,FEXLE INC.,1305
1944,1315,ITEORA GMBH,2355
1945,722,AVENGA,2262
1946,1325,ITEORA GMBH,2667
1947,1922,ELEKS,4376
1948,4520,VRP CONSULTING,3842
1949,4652,VRP CONSULTING,4706
1950,240,LEMLOCK,3390
1951,4395,SOFTSERVE,4043
1952,5692,ITEORA GMBH,2346
1953,379,VRP CONSULTING,4911
1954,3778,FEXLE INC.,2397
1955,598,LEMLOCK,340
1956,4448,FUTURE PROCESSING,2889
1957,4947,UNICSOFT,1813
1958,5062,DATAART,1190
1959,1794,DATAART,1921
1960,988,IT SVIT,4765
1961,4691,INFOPULSE,567
1962,454,FEXLE INC.,5235
1963,5613,ELEKS,3164
1964,3232,INSTINCTOOLS,312
1965,3065,CIKLUM,2131
1966,1759,UNICSOFT,1443
1967,5278,FEXLE INC.,845
1968,5152,FEXLE INC.,5248
1969,1805,COMSENSE TECHNOLOGIES,437
1970,886,SOFTSERVE,2836
1971,3828,COMMENCIS,4728
1972,1043,INFOPULSE,4554
1973,1120,ADASTRA,4194
1974,1074,VRP CONSULTING,1623
1975,643,SOFTSERVE,856
1976,4695,COMSENSE TECHNOLOGIES,1284
1977,1865,FEXLE INC.,1719
1978,3565,VRP CONSULTING,3112
1979,3458,INSTINCTOOLS,423
1980,1196,INFOPULSE,5391
1981,3980,UNICSOFT,2950
1982,3361,COMSENSE TECHNOLOGIES,1273
1983,1799,CIKLUM,3811
1984,2844,VRP CONSULTING,2468
1985,2168,UNICSOFT,4612
1986,2806,COMSENSE TECHNOLOGIES,2766
1987,5697,CIKLUM,1607
1988,3594,IT SVIT,628
1989,4206,LEMLOCK,4757
1990,5256,LEMLOCK,1181
1991,1468,JELVIX,4143
1992,4466,AVENGA,2753
1993,3984,INFOPULSE,5508
1994,1133,AVENGA,1369
1995,3637,COMMENCIS,1424
1996,1954,ELEKS,4418
1997,1656,DATAART,4925
1998,3263,CIKLUM,4385
1999,3887,INFOPULSE,3005
2000,2462,INFOPULSE,3246
2001,2798,LEMLOCK,5203
2002,1636,COMMENCIS,5281
2003,2341,PROMX,4764
2004,4421,PROMX,4289
2005,4645,THINKPORT GMBH,1172
2006,3761,COMMENCIS,2316
2007,162,INFOPULSE,407
2008,2484,VRP CONSULTING,1066
2009,2054,SOFTSERVE,2583
2010,3391,ITEORA GMBH,3305
2011,2046,COMMENCIS,124
2012,453,JELVIX,1924
2013,1155,LEMLOCK,1961
2014,3845,ITEORA GMBH,4343
2015,544,ITEORA GMBH,5007
2016,864,UNICSOFT,3318
2017,4792,LEMLOCK,4410
2018,2969,INSTINCTOOLS,2890
2019,1990,INFOPULSE,990
2020,204,PROMX,4132
2021,1294,COMSENSE TECHNOLOGIES,3314
2022,3836,FUTURE PROCESSING,4807
2023,5585,INSTINCTOOLS,5258
2024,3832,AVENGA,3809
2025,3629,ADASTRA,960
2026,1758,UNICSOFT,4189
2027,5521,COMSENSE TECHNOLOGIES,4100
2028,5596,ITEORA GMBH,5001
2029,2242,DATAART,2987
2030,4422,COMMENCIS,5444
2031,1161,JELVIX,4533
2032,4878,IT SVIT,2087
2033,5174,ITEORA GMBH,1232
2034,3423,PROMX,3323
2035,202,THINKPORT GMBH,752
2036,4583,VRP CONSULTING,4783
2037,775,THINKPORT GMBH,5206
2038,5304,ITEORA GMBH,3238
2039,2582,VRP CONSULTING,2003
2040,5527,COMMENCIS,1222
2041,3285,ELEKS,5530
2042,337,DATAART,689
2043,2879,INFOPULSE,5418
2044,1348,ADASTRA,229
2045,3072,SOFTSERVE,2247
2046,5158,CIKLUM,2857
2047,5064,UNICSOFT,3802
2048,136,COMSENSE TECHNOLOGIES,3461
2049,1981,INSTINCTOOLS,2155
2050,5199,COMMENCIS,2826
2051,4939,INSTINCTOOLS,3175
2052,2191,LEMLOCK,2821
2053,3267,INFOPULSE,2044
2054,2231,AVENGA,2473
2055,4955,LEMLOCK,3834
2056,5677,FEXLE INC.,5195
2057,2123,FUTURE PROCESSING,4030
2058,4413,INSTINCTOOLS,1855
2059,2276,INSTINCTOOLS,4354
2060,2517,THINKPORT GMBH,3395
2061,5011,THINKPORT GMBH,5471
2062,5628,INSTINCTOOLS,4205
2063,4078,COMSENSE TECHNOLOGIES,2194
2064,2599,ADASTRA,379
2065,362,SOFTSERVE,3829
2066,1251,INFOPULSE,5059
2067,899,INFOPULSE,1364
2068,2238,AVENGA,4368
2069,1188,VRP CONSULTING,5417
2070,197,IT SVIT,2785
2071,757,ELEKS,509
2072,3821,INSTINCTOOLS,4579
2073,2550,PROMX,3922
2074,2580,COMMENCIS,2469
2075,5526,AVENGA,4208
2076,5413,THINKPORT GMBH,5184
2077,1012,LEMLOCK,1200
2078,372,SOFTSERVE,2464
2079,2554,IT SVIT,3270
2080,1293,COMSENSE TECHNOLOGIES,1480
2081,1051,UNICSOFT,1969
2082,2255,COMMENCIS,1916
2083,1035,DATAART,2169
2084,5048,INFOPULSE,4780
2085,5134,DATAART,413
2086,4801,FUTURE PROCESSING,804
2087,2645,UNICSOFT,5467
2088,5455,DATAART,4913
2089,3399,SOFTSERVE,3644
2090,539,INSTINCTOOLS,1971
2091,4513,INSTINCTOOLS,5413
2092,777,JELVIX,351
2093,2469,ELEKS,3940
2094,3041,ITEORA GMBH,1186
2095,5247,VRP CONSULTING,3477
2096,1490,INFOPULSE,278
2097,2286,INFOPULSE,1599
2098,4223,IT SVIT,2576
2099,208,FUTURE PROCESSING,1553
2100,4916,JELVIX,4778
2101,432,THINKPORT GMBH,649
2102,386,JELVIX,3315
2103,4030,FEXLE INC.,4408
2104,4234,ELEKS,5428
2105,1916,DATAART,2917
2106,1610,INSTINCTOOLS,1600
2107,1813,SOFTSERVE,1673
2108,210,VRP CONSULTING,3935
2109,2383,LEMLOCK,3417
2110,4954,FUTURE PROCESSING,4367
2111,2197,ELEKS,5072
2112,1751,DATAART,4496
2113,2712,ITEORA GMBH,2796
2114,2727,CIKLUM,547
2115,1792,THINKPORT GMBH,3123
2116,549,UNICSOFT,5255
2117,4264,COMMENCIS,5551
2118,3762,AVENGA,484
2119,1976,COMMENCIS,738
2120,3207,THINKPORT GMBH,1120
2121,2219,IT SVIT,944
2122,808,DATAART,2838
2123,1260,FEXLE INC.,3378
2124,1282,ADASTRA,4311
2125,1326,PROMX,3099
2126,5382,LEMLOCK,1469
2127,1738,PROMX,743
2128,1389,VRP CONSULTING,3500
2129,996,ADASTRA,3061
2130,1539,CIKLUM,1922
2131,3246,VRP CONSULTING,3100
2132,4641,FUTURE PROCESSING,2320
2133,5279,IT SVIT,4215
2134,3367,LEMLOCK,1763
2135,718,FUTURE PROCESSING,5161
2136,5000,VRP CONSULTING,1650
2137,3801,PROMX,5429
2138,1875,VRP CONSULTING,471
2139,2910,ELEKS,3586
2140,4333,COMMENCIS,4495
2141,1014,FEXLE INC.,2127
2142,5193,FUTURE PROCESSING,3010
2143,2812,ELEKS,2663
2144,297,IT SVIT,4926
2145,4343,THINKPORT GMBH,4626
2146,4835,SOFTSERVE,3147
2147,1396,UNICSOFT,1606
2148,1565,LEMLOCK,3221
2149,5331,INFOPULSE,1357
2150,137,INSTINCTOOLS,3597
2151,4113,IT SVIT,4201
2152,4581,ELEKS,4284
2153,3937,COMSENSE TECHNOLOGIES,2962
2154,402,DATAART,3729
2155,3411,THINKPORT GMBH,480
2156,570,FEXLE INC.,1346
2157,3449,FEXLE INC.,1954
2158,4457,INSTINCTOOLS,4618
2159,1950,ADASTRA,3795
2160,3607,FUTURE PROCESSING,3733
2161,3477,AVENGA,1324
2162,159,UNICSOFT,569
2163,1462,INSTINCTOOLS,651
2164,3687,FUTURE PROCESSING,1422
2165,4184,COMMENCIS,4516
2166,4439,LEMLOCK,4348
2167,3641,THINKPORT GMBH,2717
2168,3878,FEXLE INC.,2855
2169,712,COMMENCIS,1709
2170,2947,ELEKS,249
2171,1078,DATAART,3663
2172,5138,DATAART,3843
2173,731,FUTURE PROCESSING,1489
2174,3745,DATAART,987
2175,4536,INSTINCTOOLS,1583
2176,2663,ADASTRA,5268
2177,951,FEXLE INC.,2811
2178,4681,AVENGA,4750
2179,4868,SOFTSERVE,1317
2180,4247,CIKLUM,2951
2181,2409,LEMLOCK,5540
2182,1840,THINKPORT GMBH,2081
2183,213,VRP CONSULTING,1255
2184,5656,FUTURE PROCESSING,5074
2185,1213,ELEKS,5624
2186,1441,ELEKS,3783
2187,2673,CIKLUM,1374
2188,4612,ITEORA GMBH,1526
2189,1510,INSTINCTOOLS,5150
2190,122,AVENGA,4041
2191,3313,ELEKS,4727
2192,3598,ELEKS,1102
2193,2282,CIKLUM,2677
2194,3663,ITEORA GMBH,5534
2195,3650,COMSENSE TECHNOLOGIES,3433
2196,1788,CIKLUM,4723
2197,1771,LEMLOCK,5046
2198,3135,ITEORA GMBH,4895
2199,3703,FEXLE INC.,2354
2200,5087,INSTINCTOOLS,4928
2201,1935,COMSENSE TECHNOLOGIES,1905
2202,144,SOFTSERVE,2260
2203,5525,LEMLOCK,1817
2204,2797,THINKPORT GMBH,1031
2205,135,UNICSOFT,775
2206,2429,DATAART,1501
2207,3216,CIKLUM,3649
2208,2363,ITEORA GMBH,4501
2209,5386,ITEORA GMBH,1110
2210,2906,FUTURE PROCESSING,3962
2211,3322,JELVIX,4904
2212,5489,UNICSOFT,5497
2213,2355,VRP CONSULTING,3741
2214,3180,AVENGA,210
2215,2179,THINKPORT GMBH,4293
2216,4563,SOFTSERVE,1371
2217,1861,COMMENCIS,1944
2218,5707,CIKLUM,5531
2219,4039,PROMX,1747
2220,3815,INSTINCTOOLS,3621
2221,3755,IT SVIT,4266
2222,1421,PROMX,2629
2223,938,FUTURE PROCESSING,4274
2224,5650,IT SVIT,3481
2225,2041,JELVIX,1228
2226,550,LEMLOCK,3924
2227,5428,FEXLE INC.,2201
2228,2533,COMSENSE TECHNOLOGIES,3472
2229,1712,UNICSOFT,5625
2230,1247,PROMX,3058
2231,3639,UNICSOFT,3016
2232,1048,VRP CONSULTING,1926
2233,5636,LEMLOCK,1803
2234,5236,LEMLOCK,1629
2235,2605,SOFTSERVE,5280
2236,3217,ADASTRA,4159
2237,2907,COMSENSE TECHNOLOGIES,617
2238,909,IT SVIT,970
2239,4668,DATAART,3814
2240,3123,SOFTSERVE,1377
2241,4443,VRP CONSULTING,4120
2242,3315,SOFTSERVE,3926
2243,1685,COMSENSE TECHNOLOGIES,4161
2244,4189,INFOPULSE,4810
2245,3944,FUTURE PROCESSING,3988
2246,4197,IT SVIT,3414
2247,548,JELVIX,2790
2248,1503,INSTINCTOOLS,4095
2249,2294,JELVIX,1026
2250,4465,DATAART,4996
2251,2358,FUTURE PROCESSING,4543
2252,3177,SOFTSERVE,3266
2253,4276,VRP CONSULTING,4313
2254,267,FUTURE PROCESSING,661
2255,3281,ITEORA GMBH,1758
2256,4409,FEXLE INC.,3490
2257,4105,THINKPORT GMBH,3388
2258,551,INSTINCTOOLS,3666
2259,2033,FUTURE PROCESSING,5052
2260,3691,COMSENSE TECHNOLOGIES,739
2261,1623,PROMX,5703
2262,4386,THINKPORT GMBH,3898
2263,4957,COMMENCIS,174
2264,4310,INFOPULSE,326
2265,4393,CIKLUM,1591
2266,3997,VRP CONSULTING,106
2267,3573,FEXLE INC.,3897
2268,404,AVENGA,702
2269,387,THINKPORT GMBH,3039
2270,4621,SOFTSERVE,5040
2271,4319,IT SVIT,2241
2272,5329,FUTURE PROCESSING,5166
2273,2692,FUTURE PROCESSING,2516
2274,1571,UNICSOFT,2091
2275,1903,COMSENSE TECHNOLOGIES,1786
2276,674,AVENGA,1978
2277,3596,SOFTSERVE,5130
2278,973,FUTURE PROCESSING,1386
2279,5280,LEMLOCK,2168
2280,271,JELVIX,4333
2281,5275,CIKLUM,4325
2282,5573,INFOPULSE,5067
2283,1900,DATAART,2905
2284,3941,JELVIX,361
2285,944,INFOPULSE,996
2286,2610,JELVIX,4166
2287,3918,DATAART,1919
2288,4942,IT SVIT,2554
2289,1778,ELEKS,4635
2290,2984,ADASTRA,3968
2291,5591,COMMENCIS,4963
2292,3574,CIKLUM,4763
2293,987,THINKPORT GMBH,5343
2294,4472,COMSENSE TECHNOLOGIES,4432
2295,676,VRP CONSULTING,3874
2296,3645,VRP CONSULTING,5208
2297,2488,AVENGA,3172
2298,5016,DATAART,1768
2299,4945,DATAART,4053
2300,3424,FEXLE INC.,4292
2301,5578,COMSENSE TECHNOLOGIES,337
2302,5616,IT SVIT,477
2303,2911,ELEKS,3181
2304,4992,JELVIX,5478
2305,3456,INFOPULSE,3409
2306,5180,ELEKS,1491
2307,4594,VRP CONSULTING,5447
2308,384,VRP CONSULTING,5104
2309,2838,THINKPORT GMBH,564
2310,4340,CIKLUM,4204
2311,761,ADASTRA,4976
2312,5615,COMMENCIS,5556
2313,2832,THINKPORT GMBH,3765
2314,830,DATAART,3114
2315,1283,THINKPORT GMBH,1610
2316,3417,DATAART,2988
2317,590,SOFTSERVE,1063
2318,1854,ITEORA GMBH,833
2319,3770,ITEORA GMBH,3909
2320,4968,ADASTRA,4174
2321,5291,UNICSOFT,1557
2322,4239,COMMENCIS,5257
2323,1122,JELVIX,2647
2324,3914,INFOPULSE,2458
2325,4270,AVENGA,4316
2326,5420,ADASTRA,3454
2327,607,IT SVIT,5329
2328,3727,INSTINCTOOLS,2481
2329,3141,IT SVIT,874
2330,1354,LEMLOCK,2900
2331,5558,THINKPORT GMBH,2828
2332,5506,COMMENCIS,4224
2333,1398,SOFTSERVE,164
2334,1590,FUTURE PROCESSING,4361
2335,1733,LEMLOCK,1225
2336,1700,LEMLOCK,1749
2337,2096,FUTURE PROCESSING,5374
2338,2023,AVENGA,2299
2339,4492,ADASTRA,4573
2340,2841,IT SVIT,441
2341,5202,LEMLOCK,614
2342,3570,INFOPULSE,5567
2343,1631,COMSENSE TECHNOLOGIES,4863
2344,349,DATAART,4221
2345,5709,CIKLUM,2049
2346,319,IT SVIT,255
2347,3777,DATAART,3053
2348,3793,ADASTRA,3693
2349,139,VRP CONSULTING,4832
2350,4514,VRP CONSULTING,1942
2351,669,UNICSOFT,2582
2352,108,CIKLUM,442
2353,1062,COMSENSE TECHNOLOGIES,708
2354,4405,LEMLOCK,3652
2355,3230,DATAART,4380
2356,4069,JELVIX,4508
2357,5480,COMMENCIS,4944
2358,1959,UNICSOFT,1979
2359,5124,AVENGA,3858
2360,2279,VRP CONSULTING,878
2361,4469,INFOPULSE,3196
2362,5057,FUTURE PROCESSING,425
2363,2977,AVENGA,5616
2364,2678,INSTINCTOOLS,751
2365,1422,CIKLUM,4436
2366,670,VRP CONSULTING,5002
2367,2140,COMMENCIS,3861
2368,648,AVENGA,294
2369,3520,FEXLE INC.,3789
2370,1240,ITEORA GMBH,1701
2371,4211,FUTURE PROCESSING,1967
2372,3324,UNICSOFT,4455
2373,4523,INFOPULSE,5474
2374,3026,AVENGA,5240
2375,4739,ADASTRA,3919
2376,2882,INFOPULSE,370
2377,2539,IT SVIT,4078
2378,812,IT SVIT,2381
2379,4286,COMSENSE TECHNOLOGIES,627
2380,4089,PROMX,723
2381,4750,THINKPORT GMBH,4006
2382,1673,UNICSOFT,4507
2383,2045,IT SVIT,1962
2384,794,COMMENCIS,3953
2385,2873,UNICSOFT,5055
2386,1443,ELEKS,1345
2387,4444,INFOPULSE,3152
2388,2448,INFOPULSE,4249
2389,3569,SOFTSERVE,5498
2390,3418,SOFTSERVE,1895
2391,1991,CIKLUM,3670
2392,557,ITEORA GMBH,2611
2393,4032,INFOPULSE,947
2394,3235,FEXLE INC.,2848
2395,4292,ELEKS,5410
2396,2195,FEXLE INC.,3011
2397,1544,DATAART,3322
2398,192,LEMLOCK,1493
2399,499,VRP CONSULTING,2853
2400,5046,FEXLE INC.,153
2401,1230,COMSENSE TECHNOLOGIES,5683
2402,3612,COMSENSE TECHNOLOGIES,3057
2403,5035,PROMX,3724
2404,1328,LEMLOCK,948
2405,954,DATAART,1682
2406,1384,FEXLE INC.,4577
2407,2306,INFOPULSE,1995
2408,3666,FEXLE INC.,572
2409,3748,VRP CONSULTING,5103
2410,2050,VRP CONSULTING,3990
2411,3812,CIKLUM,1554
2412,2787,CIKLUM,157
2413,264,DATAART,5421
2414,3248,INSTINCTOOLS,5353
2415,3648,COMSENSE TECHNOLOGIES,1716
2416,796,JELVIX,3937
2417,3149,PROMX,1696
2418,1115,ITEORA GMBH,2475
2419,2642,CIKLUM,3140
2420,3858,INFOPULSE,5390
2421,3071,DATAART,2935
2422,1613,DATAART,2180
2423,2831,DATAART,225
2424,1291,JELVIX,1736
2425,4438,COMMENCIS,3845
2426,496,PROMX,1909
2427,4489,INSTINCTOOLS,955
2428,182,INFOPULSE,883
2429,1834,ADASTRA,2348
2430,470,FEXLE INC.,4688
2431,5181,IT SVIT,4852
2432,4639,THINKPORT GMBH,4971
2433,125,JELVIX,3761
2434,446,INSTINCTOOLS,1486
2435,2772,FUTURE PROCESSING,4818
2436,4169,IT SVIT,3240
2437,2285,LEMLOCK,2391
2438,5372,AVENGA,2306
2439,4007,PROMX,421
2440,5218,CIKLUM,3750
2441,2855,UNICSOFT,3551
2442,1030,THINKPORT GMBH,2752
2443,3236,COMMENCIS,2670
2444,565,VRP CONSULTING,729
2445,5215,COMSENSE TECHNOLOGIES,1787
2446,1138,ELEKS,1577
2447,2689,ELEKS,3449
2448,5222,INSTINCTOOLS,5339
2449,2856,FUTURE PROCESSING,3559
2450,1391,INFOPULSE,1135
2451,2224,SOFTSERVE,5411
2452,1336,COMMENCIS,3174
2453,976,JELVIX,3740
2454,3991,IT SVIT,1516
2455,2403,INSTINCTOOLS,4966
2456,2213,PROMX,1193
2457,4903,FUTURE PROCESSING,984
2458,3929,COMMENCIS,5132
2459,4437,AVENGA,3437
2460,1662,COMSENSE TECHNOLOGIES,4546
2461,1338,ELEKS,336
2462,4098,JELVIX,3263
2463,2303,IT SVIT,4445
2464,2474,COMMENCIS,5085
2465,2090,JELVIX,5563
2466,1116,ADASTRA,621
2467,4526,COMSENSE TECHNOLOGIES,3032
2468,3168,VRP CONSULTING,4620
2469,933,ITEORA GMBH,3713
2470,1309,SOFTSERVE,5709
2471,1800,INSTINCTOOLS,3877
2472,4164,ELEKS,1828
2473,3742,VRP CONSULTING,3519
2474,5033,COMMENCIS,3636
2475,5237,SOFTSERVE,191
2476,1379,COMMENCIS,3338
2477,2478,ELEKS,1730
2478,195,IT SVIT,4752
2479,4064,FUTURE PROCESSING,2564
2480,5644,FEXLE INC.,5316
2481,1838,CIKLUM,3969
2482,4789,THINKPORT GMBH,1477
